latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.493847,-0.1630249,23.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),weather_code (wmo code),wind_speed_10m (km/h),wind_direction_10m (°),cloud_cover (%)
2024-08-08T09:00,20.3,60,0.00,3,23.0,207,85
2024-08-08T10:00,20.8,56,0.00,3,26.3,210,100
2024-08-08T11:00,20.4,59,0.00,3,26.9,206,100
2024-08-08T12:00,20.3,66,0.10,51,28.5,208,100
2024-08-08T13:00,21.0,63,0.00,3,33.8,211,100
2024-08-08T14:00,20.0,68,0.00,3,30.9,206,100
2024-08-08T15:00,20.3,70,0.00,3,33.7,209,100
2024-08-08T16:00,19.4,76,0.00,3,28.8,206,100
2024-08-08T17:00,19.4,80,0.00,3,33.3,211,100
2024-08-08T18:00,19.6,82,0.00,3,33.3,211,100
2024-08-08T19:00,19.3,88,0.00,3,27.6,213,100
2024-08-08T20:00,19.4,89,0.00,3,27.1,220,100
2024-08-08T21:00,19.4,88,0.00,3,27.3,222,100
2024-08-08T22:00,19.5,87,0.00,3,27.2,223,100
2024-08-08T23:00,19.2,89,0.00,3,26.5,224,100
2024-08-09T00:00,19.2,89,0.00,3,26.5,223,100
2024-08-09T01:00,19.1,90,0.00,3,25.7,222,100
2024-08-09T02:00,19.2,88,0.00,3,26.0,228,100
2024-08-09T03:00,19.0,86,0.00,3,24.3,230,100
2024-08-09T04:00,19.0,86,0.00,3,24.5,234,100
2024-08-09T05:00,19.0,86,0.00,3,24.2,237,96
2024-08-09T06:00,19.1,84,0.00,3,23.5,245,100
2024-08-09T07:00,19.4,79,0.00,3,24.1,253,93
2024-08-09T08:00,20.1,70,0.00,3,24.7,262,100
2024-08-09T09:00,20.5,65,0.00,2,24.5,267,79
2024-08-09T10:00,21.4,58,0.00,1,23.4,267,40
2024-08-09T11:00,22.6,51,0.00,0,22.0,265,14
2024-08-09T12:00,23.0,50,0.00,0,22.7,271,5
2024-08-09T13:00,23.3,48,0.00,1,21.6,271,49
2024-08-09T14:00,24.1,43,0.00,3,23.1,266,89
2024-08-09T15:00,23.7,45,0.00,0,22.6,261,12
2024-08-09T16:00,23.7,43,0.00,2,21.8,257,76
2024-08-09T17:00,22.6,47,0.00,0,23.5,259,10
2024-08-09T18:00,21.6,50,0.00,0,20.5,259,2
2024-08-09T19:00,20.2,54,0.00,0,16.5,260,0
2024-08-09T20:00,18.4,59,0.00,0,14.8,273,0
2024-08-09T21:00,17.3,65,0.00,0,15.9,266,0
2024-08-09T22:00,16.3,69,0.00,0,15.1,258,0
2024-08-09T23:00,15.4,74,0.00,0,13.8,255,0
2024-08-10T00:00,14.9,75,0.00,0,13.3,251,1
2024-08-10T01:00,14.7,80,0.00,0,11.8,250,8
2024-08-10T02:00,14.3,84,0.00,0,10.2,247,2
2024-08-10T03:00,14.0,87,0.00,0,10.0,232,5
2024-08-10T04:00,14.0,88,0.00,1,11.5,231,38
2024-08-10T05:00,14.3,87,0.00,0,12.2,225,9
2024-08-10T06:00,15.5,84,0.00,0,11.2,225,7
2024-08-10T07:00,17.0,77,0.00,3,14.3,225,85
2024-08-10T08:00,18.0,75,0.00,3,15.8,223,100
2024-08-10T09:00,19.7,68,0.00,3,19.1,229,100
2024-08-10T10:00,22.3,58,0.00,3,23.1,236,100
2024-08-10T11:00,22.7,60,0.00,3,24.8,230,100
2024-08-10T12:00,21.6,65,0.00,3,22.7,227,100
2024-08-10T13:00,21.1,67,0.00,3,22.8,231,100
2024-08-10T14:00,22.5,63,0.00,3,24.0,240,100
2024-08-10T15:00,23.0,62,0.00,3,23.3,248,100
2024-08-10T16:00,23.0,63,0.00,1,19.7,252,36
2024-08-10T17:00,23.6,61,0.00,2,18.3,254,61
2024-08-10T18:00,23.5,62,0.00,0,14.3,252,9
2024-08-10T19:00,22.3,68,0.00,0,8.8,235,16
2024-08-10T20:00,20.9,75,0.00,0,10.7,225,14
2024-08-10T21:00,20.0,80,0.00,0,10.2,228,10
2024-08-10T22:00,18.9,87,0.00,0,7.3,237,19
2024-08-10T23:00,18.1,92,0.00,0,6.4,232,9
2024-08-11T00:00,17.9,94,0.00,3,5.6,255,97
2024-08-11T01:00,16.4,97,0.00,0,5.2,295,6
2024-08-11T02:00,15.4,97,0.00,0,7.1,345,1
2024-08-11T03:00,15.5,93,0.00,0,6.6,29,3
2024-08-11T04:00,15.3,93,0.00,0,8.3,34,15
2024-08-11T05:00,15.3,90,0.00,1,7.7,49,26
2024-08-11T06:00,16.5,85,0.00,2,10.2,45,77
2024-08-11T07:00,17.9,78,0.00,2,10.7,57,68
2024-08-11T08:00,19.4,74,0.00,3,11.7,72,85
2024-08-11T09:00,21.2,72,0.00,1,12.6,90,47
2024-08-11T10:00,23.1,68,0.00,0,11.3,99,9
2024-08-11T11:00,25.2,61,0.00,1,11.2,111,31
2024-08-11T12:00,26.6,55,0.00,3,10.1,117,100
2024-08-11T13:00,26.9,53,0.00,3,12.7,83,94
2024-08-11T14:00,27.1,54,0.00,3,14.8,84,100
2024-08-11T15:00,27.2,54,0.00,1,17.7,92,42
2024-08-11T16:00,26.6,54,0.00,0,19.6,83,4
2024-08-11T17:00,25.5,53,0.00,0,21.4,82,7
2024-08-11T18:00,24.2,54,0.00,2,19.8,88,63
2024-08-11T19:00,22.3,61,0.00,3,18.7,90,95
2024-08-11T20:00,20.5,72,0.00,0,19.4,90,1
2024-08-11T21:00,19.6,79,0.00,0,19.4,91,0
2024-08-11T22:00,19.1,84,0.00,0,18.4,89,0
2024-08-11T23:00,18.8,89,0.00,0,16.6,88,0
2024-08-12T00:00,18.6,90,0.00,0,14.4,87,0
2024-08-12T01:00,18.7,88,0.00,0,15.5,90,0
2024-08-12T02:00,18.6,87,0.00,0,14.0,90,0
2024-08-12T03:00,18.5,87,0.00,0,11.2,96,0
2024-08-12T04:00,18.3,88,0.00,0,10.4,90,0
2024-08-12T05:00,18.5,86,0.00,0,14.4,93,0
2024-08-12T06:00,20.0,80,0.00,1,14.4,103,28
2024-08-12T07:00,22.0,74,0.00,2,12.9,103,53
2024-08-12T08:00,24.3,68,0.00,0,14.1,109,8
2024-08-12T09:00,26.7,63,0.00,0,13.0,136,0
2024-08-12T10:00,28.8,59,0.00,0,14.0,181,0
2024-08-12T11:00,29.7,56,0.00,0,16.2,179,0
2024-08-12T12:00,30.6,53,0.00,1,15.8,179,24
2024-08-12T13:00,31.2,52,0.00,0,14.8,193,1
2024-08-12T14:00,31.3,51,0.00,1,18.6,198,34
2024-08-12T15:00,31.2,52,0.00,0,18.1,211,18
2024-08-12T16:00,30.9,53,0.00,0,18.1,224,17
2024-08-12T17:00,30.1,54,0.00,1,18.9,261,20
2024-08-12T18:00,27.1,58,0.00,0,20.0,278,9
2024-08-12T19:00,25.2,61,0.00,0,16.2,269,2
2024-08-12T20:00,23.4,66,0.00,0,16.2,267,0
2024-08-12T21:00,21.9,65,0.00,0,16.2,270,4
2024-08-12T22:00,20.3,63,0.00,2,14.4,270,62
2024-08-12T23:00,18.8,61,0.00,3,13.0,268,96
2024-08-13T00:00,17.4,63,0.00,3,11.0,259,99
2024-08-13T01:00,16.3,70,0.00,0,9.0,247,14
2024-08-13T02:00,15.4,75,0.00,0,9.9,251,0
2024-08-13T03:00,14.7,80,0.00,1,9.7,243,40
2024-08-13T04:00,14.1,84,0.00,1,10.1,235,28
2024-08-13T05:00,13.7,88,0.00,2,10.2,247,58
2024-08-13T06:00,14.7,86,0.00,3,10.4,250,84
2024-08-13T07:00,16.2,80,0.00,3,9.8,253,95
2024-08-13T08:00,18.3,72,0.00,2,9.8,234,76
2024-08-13T09:00,20.2,63,0.00,3,11.7,236,83
2024-08-13T10:00,21.8,58,0.00,3,12.8,232,100
2024-08-13T11:00,23.2,55,0.00,2,14.3,227,68
2024-08-13T12:00,24.3,51,0.00,0,13.0,222,4
2024-08-13T13:00,25.1,46,0.00,0,15.0,224,1
2024-08-13T14:00,25.5,45,0.00,0,15.8,215,7
2024-08-13T15:00,25.5,43,0.00,2,17.2,213,59
2024-08-13T16:00,24.7,43,0.00,1,19.4,215,32
2024-08-13T17:00,23.5,47,0.00,3,18.1,223,88
2024-08-13T18:00,22.1,53,0.00,2,18.1,224,69
2024-08-13T19:00,20.9,58,0.00,1,14.8,223,40
2024-08-13T20:00,19.8,62,0.00,1,12.7,223,40
2024-08-13T21:00,19.0,67,0.00,1,10.2,219,34
2024-08-13T22:00,17.9,73,0.00,3,9.3,208,99
2024-08-13T23:00,17.2,79,0.00,3,10.5,218,99
2024-08-14T00:00,16.5,84,0.00,3,9.2,225,100
2024-08-14T01:00,16.6,86,0.00,3,9.8,253,100
2024-08-14T02:00,17.0,86,0.00,3,8.4,250,100
2024-08-14T03:00,16.9,89,0.10,51,8.8,261,100
2024-08-14T04:00,17.3,89,0.20,51,10.5,262,99
2024-08-14T05:00,17.0,93,0.00,3,7.3,281,96
2024-08-14T06:00,17.5,91,0.00,2,7.6,301,60
2024-08-14T07:00,19.0,82,0.00,3,7.2,333,99
2024-08-14T08:00,19.8,75,0.00,3,7.2,360,100
2024-08-14T09:00,20.4,71,0.00,3,4.7,351,100
2024-08-14T10:00,21.4,66,0.00,2,6.5,341,61
2024-08-14T11:00,23.4,58,0.00,3,5.8,330,84
2024-08-14T12:00,24.1,56,0.00,3,7.1,300,89
2024-08-14T13:00,23.0,62,0.00,3,6.5,267,100
2024-08-14T14:00,23.0,62,0.00,3,5.1,266,100
2024-08-14T15:00,22.8,63,0.00,3,4.8,297,100
2024-08-14T16:00,22.7,63,0.00,2,2.8,310,75
2024-08-14T17:00,22.2,67,0.10,51,7.7,242,100
2024-08-14T18:00,21.0,76,0.00,3,11.3,253,100
2024-08-14T19:00,20.3,82,0.20,51,8.6,248,81
2024-08-14T20:00,20.1,85,0.00,1,8.9,243,46
2024-08-14T21:00,19.6,87,0.00,3,9.2,259,100
2024-08-14T22:00,18.3,91,0.00,3,9.0,275,99
2024-08-14T23:00,17.7,91,0.00,3,8.6,272,93
2024-08-15T00:00,16.7,95,0.00,1,6.9,261,38
2024-08-15T01:00,16.8,93,0.00,1,9.6,250,23
2024-08-15T02:00,15.7,95,0.00,1,11.1,245,35
2024-08-15T03:00,14.6,94,0.00,0,11.3,239,8
2024-08-15T04:00,13.9,92,0.00,3,11.9,241,97
2024-08-15T05:00,13.4,91,0.00,3,11.3,233,100
2024-08-15T06:00,14.1,86,0.00,3,11.2,225,100
2024-08-15T07:00,15.7,75,0.00,3,15.0,222,100
2024-08-15T08:00,17.5,67,0.00,3,20.6,224,89
2024-08-15T09:00,20.0,60,0.00,3,24.7,226,89
2024-08-15T10:00,23.1,49,0.00,3,28.7,232,100
2024-08-15T11:00,22.2,57,0.00,3,30.9,228,100
2024-08-15T12:00,21.9,62,0.00,3,32.3,225,100
2024-08-15T13:00,21.9,63,0.00,3,32.6,225,100
2024-08-15T14:00,21.5,66,0.00,3,33.9,222,100
2024-08-15T15:00,21.5,69,0.00,3,32.0,219,100
2024-08-15T16:00,20.7,73,0.00,3,32.9,217,100
2024-08-15T17:00,20.5,76,0.00,3,33.8,216,100
2024-08-15T18:00,20.3,79,0.00,3,33.4,217,100
2024-08-15T19:00,20.3,82,0.00,3,27.7,219,100
2024-08-15T20:00,20.1,85,0.10,51,25.4,219,100
2024-08-15T21:00,20.2,86,0.00,3,23.0,221,100
2024-08-15T22:00,20.1,87,0.00,3,21.4,226,100
2024-08-15T23:00,20.0,87,0.00,3,20.5,236,100
2024-08-16T00:00,19.8,89,0.10,51,17.9,245,100
2024-08-16T01:00,19.0,95,0.70,53,13.5,261,100
2024-08-16T02:00,18.6,93,0.40,51,13.3,272,100
2024-08-16T03:00,18.2,92,0.00,3,13.4,294,100
2024-08-16T04:00,17.2,85,0.00,3,13.2,338,100
2024-08-16T05:00,16.2,84,0.00,3,10.5,338,100
2024-08-16T06:00,15.9,80,0.00,3,9.4,337,91
2024-08-16T07:00,15.9,77,0.00,3,8.8,351,100
2024-08-16T08:00,17.1,73,0.00,0,8.0,355,0
2024-08-16T09:00,18.6,65,0.00,0,7.2,354,1
2024-08-16T10:00,19.9,58,0.00,0,6.6,351,0
2024-08-16T11:00,21.0,54,0.00,1,4.1,322,20
2024-08-16T12:00,22.0,50,0.00,3,3.0,284,82
2024-08-16T13:00,22.0,52,0.00,1,1.4,180,21
2024-08-16T14:00,23.0,47,0.00,3,4.2,250,95
2024-08-16T15:00,23.4,42,0.00,3,6.8,267,93
2024-08-16T16:00,23.3,41,0.00,0,7.9,267,9
2024-08-16T17:00,23.2,43,0.00,0,6.2,280,15
2024-08-16T18:00,22.6,45,0.00,0,5.1,309,5
2024-08-16T19:00,20.5,52,0.00,1,7.6,341,23
2024-08-16T20:00,18.7,55,0.00,0,6.8,328,18
2024-08-16T21:00,16.9,65,0.00,0,7.7,298,5
2024-08-16T22:00,16.1,67,0.00,0,5.9,281,0
2024-08-16T23:00,14.4,77,0.00,0,6.3,257,0
2024-08-17T00:00,13.8,83,0.00,0,6.2,260,0
2024-08-17T01:00,13.9,74,0.00,0,7.3,281,0
2024-08-17T02:00,12.9,80,0.00,0,6.6,283,0
2024-08-17T03:00,12.3,85,0.00,0,6.3,294,0
2024-08-17T04:00,11.7,88,0.00,0,6.1,310,0
2024-08-17T05:00,11.3,89,0.00,0,6.4,313,0
2024-08-17T06:00,12.8,81,0.00,0,7.6,301,0
2024-08-17T07:00,14.4,73,0.00,0,6.5,304,0
2024-08-17T08:00,16.2,65,0.00,0,7.6,315,0
2024-08-17T09:00,18.0,59,0.00,0,7.1,315,0
2024-08-17T10:00,19.2,56,0.00,0,6.1,298,4
2024-08-17T11:00,20.2,53,0.00,0,6.9,276,0
2024-08-17T12:00,21.0,48,0.00,0,7.2,267,0
2024-08-17T13:00,21.6,47,0.00,0,6.5,270,11
2024-08-17T14:00,22.0,44,0.00,0,8.3,268,5
2024-08-17T15:00,22.2,40,0.00,1,9.7,270,43
2024-08-17T16:00,22.1,37,0.00,0,10.1,266,14
2024-08-17T17:00,21.6,37,0.00,2,9.7,268,74
2024-08-17T18:00,21.0,39,0.00,2,9.0,275,71
2024-08-17T19:00,19.0,50,0.00,3,6.2,260,100
2024-08-17T20:00,17.1,60,0.00,3,7.6,265,100
2024-08-17T21:00,17.1,63,0.00,3,5.5,281,100
2024-08-17T22:00,16.9,62,0.00,3,12.1,287,100
2024-08-17T23:00,16.0,71,0.00,3,12.2,289,83
2024-08-18T00:00,15.1,79,0.00,0,9.9,280,4
2024-08-18T01:00,13.9,88,0.00,0,9.0,270,12
2024-08-18T02:00,13.4,91,0.00,2,8.6,270,63
2024-08-18T03:00,12.9,94,0.00,0,7.6,262,2
2024-08-18T04:00,12.6,96,0.00,0,9.5,261,8
2024-08-18T05:00,12.3,96,0.00,0,8.4,260,3
2024-08-18T06:00,13.3,94,0.00,0,10.2,252,1
2024-08-18T07:00,15.3,83,0.00,0,15.8,269,19
2024-08-18T08:00,17.0,74,0.00,0,14.8,264,5
2024-08-18T09:00,18.8,60,0.00,1,16.3,276,25
2024-08-18T10:00,19.8,53,0.00,3,17.3,282,98
2024-08-18T11:00,20.3,50,0.00,3,16.1,280,100
2024-08-18T12:00,21.6,44,0.00,0,15.3,279,14
2024-08-18T13:00,22.5,40,0.00,1,13.4,276,47
2024-08-18T14:00,23.6,37,0.00,1,14.5,277,24
2024-08-18T15:00,24.3,35,0.00,3,16.7,284,90
2024-08-18T16:00,25.0,33,0.00,3,16.2,287,100
2024-08-18T17:00,24.2,36,0.00,3,17.3,293,91
2024-08-18T18:00,22.8,44,0.00,2,14.6,280,50
2024-08-18T19:00,20.9,52,0.00,0,12.4,278,12
2024-08-18T20:00,19.4,58,0.00,0,12.6,283,2
2024-08-18T21:00,17.7,67,0.00,0,8.4,280,2
2024-08-18T22:00,16.3,74,0.00,0,6.8,270,2
2024-08-18T23:00,15.1,82,0.00,0,5.4,270,1
2024-08-19T00:00,14.1,88,0.00,0,5.1,274,7
2024-08-19T01:00,12.7,91,0.00,0,7.1,294,6
2024-08-19T02:00,12.2,92,0.00,1,6.3,301,27
2024-08-19T03:00,12.4,91,0.00,2,4.6,315,57
2024-08-19T04:00,12.6,91,0.00,3,1.1,270,99
2024-08-19T05:00,11.2,97,0.00,3,3.9,248,93
2024-08-19T06:00,12.6,94,0.00,3,5.5,247,99
2024-08-19T07:00,14.6,84,0.00,3,5.1,231,98
2024-08-19T08:00,16.8,72,0.00,3,9.6,214,100
2024-08-19T09:00,18.8,63,0.00,3,17.6,221,93
2024-08-19T10:00,20.5,54,0.00,3,19.6,223,86
2024-08-19T11:00,21.3,53,0.00,3,21.5,220,100
2024-08-19T12:00,20.5,59,0.00,3,22.5,212,100
2024-08-19T13:00,20.6,58,0.00,3,22.0,215,97
2024-08-19T14:00,21.3,55,0.00,3,23.1,214,100
2024-08-19T15:00,20.8,58,0.00,3,25.5,211,100
2024-08-19T16:00,20.0,60,0.00,3,24.6,195,99
2024-08-19T17:00,19.2,65,0.00,3,29.5,208,85
2024-08-19T18:00,18.9,65,0.00,2,30.5,213,56
2024-08-19T19:00,18.2,70,0.00,3,21.4,209,91
2024-08-19T20:00,17.7,74,0.00,1,20.5,202,40
2024-08-19T21:00,17.4,77,0.00,3,21.1,203,98
2024-08-19T22:00,17.4,80,1.70,61,21.7,207,100
2024-08-19T23:00,17.5,82,0.00,3,21.7,204,100
2024-08-20T00:00,17.8,83,0.10,51,23.1,201,100
2024-08-20T01:00,17.2,89,0.00,3,21.3,202,100
2024-08-20T02:00,17.6,88,0.00,3,21.1,203,100
2024-08-20T03:00,17.7,89,0.00,3,20.1,204,100
2024-08-20T04:00,17.9,90,0.00,3,19.3,204,100
2024-08-20T05:00,18.3,91,0.00,3,20.2,220,86
2024-08-20T06:00,18.3,90,0.00,1,18.6,229,42
2024-08-20T07:00,18.6,83,0.00,2,20.5,236,53
2024-08-20T08:00,19.3,75,0.00,1,18.9,235,28
2024-08-20T09:00,20.3,69,0.00,1,20.4,238,23
2024-08-20T10:00,21.5,62,0.00,1,20.2,235,21
2024-08-20T11:00,22.4,57,0.00,3,22.7,241,100
2024-08-20T12:00,21.4,62,0.10,51,21.3,244,100
2024-08-20T13:00,22.4,54,0.10,51,25.1,263,32
2024-08-20T14:00,22.0,43,0.00,3,24.5,269,100
2024-08-20T15:00,21.5,46,0.00,0,23.8,273,11
2024-08-20T16:00,21.2,43,0.00,1,24.1,271,22
2024-08-20T17:00,20.6,41,0.00,1,24.9,272,29
2024-08-20T18:00,19.3,44,0.00,0,24.8,269,6
2024-08-20T19:00,17.8,50,0.00,0,20.0,263,2
2024-08-20T20:00,16.4,57,0.00,0,18.4,259,1
2024-08-20T21:00,15.6,60,0.00,0,19.4,260,0
2024-08-20T22:00,14.8,64,0.00,0,18.5,262,0
2024-08-20T23:00,14.1,69,0.00,0,17.4,263,0
2024-08-21T00:00,13.5,72,0.00,2,15.8,258,58
2024-08-21T01:00,13.0,74,0.00,2,16.5,260,62
2024-08-21T02:00,12.7,74,0.00,3,16.2,266,99
2024-08-21T03:00,12.4,75,0.00,3,14.8,264,100
2024-08-21T04:00,11.9,78,0.00,3,13.1,254,83
2024-08-21T05:00,11.4,81,0.00,0,12.4,248,7
2024-08-21T06:00,12.2,78,0.00,2,14.5,247,54
2024-08-21T07:00,13.9,73,0.00,2,15.9,252,64
2024-08-21T08:00,15.5,66,0.00,2,18.4,259,63
2024-08-21T09:00,17.1,57,0.00,3,19.5,258,93
2024-08-21T10:00,18.7,47,0.00,3,23.9,264,100
2024-08-21T11:00,18.3,53,0.10,51,22.1,251,97
2024-08-21T12:00,19.6,49,0.00,3,22.7,250,99
2024-08-21T13:00,19.7,47,0.00,3,23.2,254,100
2024-08-21T14:00,19.7,48,0.00,3,24.7,251,100
2024-08-21T15:00,19.9,48,0.00,3,24.8,246,100
2024-08-21T16:00,20.0,49,0.00,3,24.2,242,100
2024-08-21T17:00,19.4,54,0.00,3,23.4,233,98
2024-08-21T18:00,18.5,59,0.00,3,24.0,227,100
2024-08-21T19:00,17.8,63,0.00,3,21.1,224,98
2024-08-21T20:00,16.6,67,0.00,3,20.1,223,94
2024-08-21T21:00,15.9,71,0.00,1,19.4,223,30
2024-08-21T22:00,15.6,72,0.00,2,19.9,224,71
2024-08-21T23:00,15.4,74,0.00,3,20.4,225,80
2024-08-22T00:00,15.6,75,0.00,3,20.1,223,89
2024-08-22T01:00,15.3,78,0.00,3,22.4,217,89
2024-08-22T02:00,15.6,78,0.00,3,24.4,217,92
2024-08-22T03:00,15.5,79,0.00,3,24.9,217,98
2024-08-22T04:00,15.7,78,0.00,3,27.1,221,100
2024-08-22T05:00,15.8,77,0.00,3,25.2,214,100
2024-08-22T06:00,16.5,75,0.00,3,28.0,212,96
2024-08-22T07:00,16.9,76,0.30,51,32.2,216,100
2024-08-22T08:00,17.0,81,0.20,51,29.6,212,100
2024-08-22T09:00,18.5,73,0.00,3,37.4,218,100
2024-08-22T10:00,19.2,70,0.00,3,40.2,224,100
2024-08-22T11:00,18.4,76,0.10,51,34.6,218,100
2024-08-22T12:00,18.4,78,0.10,51,30.1,205,100
2024-08-22T13:00,19.8,75,0.00,3,37.0,217,100
2024-08-22T14:00,19.5,77,0.00,3,34.8,216,100
2024-08-22T15:00,19.7,77,0.00,3,34.6,218,100
2024-08-22T16:00,19.5,79,0.00,3,35.0,214,100
2024-08-22T17:00,19.2,82,0.00,3,31.2,220,100
2024-08-22T18:00,18.9,84,0.00,3,27.6,216,100
2024-08-22T19:00,18.7,83,0.00,3,27.9,218,100
2024-08-22T20:00,18.3,84,0.00,3,26.0,222,100
2024-08-22T21:00,18.2,83,0.00,3,24.7,224,100
2024-08-22T22:00,17.8,81,0.00,3,24.7,223,100
2024-08-22T23:00,17.5,80,0.00,3,24.7,224,100
2024-08-23T00:00,17.0,81,0.00,3,24.2,221,100
2024-08-23T01:00,17.6,86,0.00,3,25.2,222,100
2024-08-23T02:00,17.7,84,0.00,3,30.4,216,100
2024-08-23T03:00,17.5,84,0.10,51,30.6,214,100
2024-08-23T04:00,17.6,85,0.10,51,33.9,214,100
2024-08-23T05:00,17.7,86,0.30,51,37.1,216,100
2024-08-23T06:00,18.0,87,0.20,51,37.4,216,100
2024-08-23T07:00,18.4,88,0.20,51,35.9,237,41
2024-08-23T08:00,18.7,65,0.00,0,34.2,258,4
2024-08-23T09:00,19.2,62,0.00,0,30.7,260,13
2024-08-23T10:00,20.0,57,0.00,0,27.5,264,10
2024-08-23T11:00,20.7,49,0.00,0,25.1,262,0
2024-08-23T12:00,21.5,41,0.00,1,24.0,261,21
2024-08-23T13:00,21.6,42,0.00,1,21.4,253,23
2024-08-23T14:00,21.9,40,0.00,3,22.0,252,88
2024-08-23T15:00,21.9,40,0.00,3,22.6,248,100
2024-08-23T16:00,20.8,43,0.00,3,21.7,243,86
2024-08-23T17:00,21.9,37,0.00,3,14.0,247,100
2024-08-23T18:00,19.0,59,0.00,3,23.7,210,86
2024-08-23T19:00,17.6,64,0.00,0,20.5,218,9
2024-08-23T20:00,16.1,71,0.00,3,15.6,220,100
2024-08-23T21:00,16.1,70,0.00,3,16.3,215,98
2024-08-23T22:00,15.8,72,0.00,2,16.7,213,69
2024-08-23T23:00,15.0,77,0.00,3,15.1,208,100
2024-08-24T00:00,15.5,74,0.00,3,15.9,219,100
2024-08-24T01:00,15.7,75,0.00,3,14.8,209,100
2024-08-24T02:00,15.6,76,0.00,3,11.4,215,100
2024-08-24T03:00,15.5,79,0.00,3,10.0,193,100
2024-08-24T04:00,15.4,83,0.60,53,9.7,184,100
2024-08-24T05:00,15.1,90,0.40,51,10.8,150,100
2024-08-24T06:00,15.4,89,0.00,3,8.1,193,100
2024-08-24T07:00,15.7,90,0.00,3,8.9,194,100
2024-08-24T08:00,16.1,90,0.30,51,8.9,212,100
2024-08-24T09:00,16.3,90,1.10,55,9.3,196,100
2024-08-24T10:00,16.3,89,1.80,61,7.9,177,100
2024-08-24T11:00,16.7,85,0.80,53,12.0,221,100
2024-08-24T12:00,17.0,84,0.40,51,18.4,242,100
2024-08-24T13:00,16.4,90,1.10,55,9.9,213,100
2024-08-24T14:00,15.9,91,3.10,63,13.4,265,100
2024-08-24T15:00,16.7,82,0.20,51,14.1,273,100
2024-08-24T16:00,16.9,75,0.00,1,19.8,273,34
2024-08-24T17:00,17.6,71,0.00,3,17.7,268,80
2024-08-24T18:00,14.9,81,1.60,61,19.2,262,19
2024-08-24T19:00,14.7,78,0.00,1,17.1,262,25
2024-08-24T20:00,14.4,76,0.00,0,18.0,258,16
2024-08-24T21:00,13.7,75,0.00,3,17.6,259,86
2024-08-24T22:00,13.0,77,0.00,0,15.3,261,1
2024-08-24T23:00,12.1,80,0.00,0,14.3,252,0
2024-08-25T00:00,11.7,81,0.00,0,14.8,247,0
2024-08-25T01:00,11.2,83,0.00,0,13.5,245,0
2024-08-25T02:00,10.7,86,0.00,0,12.8,238,0
2024-08-25T03:00,10.5,88,0.00,0,13.6,238,0
2024-08-25T04:00,10.3,89,0.00,0,13.2,241,0
2024-08-25T05:00,10.0,91,0.00,0,12.3,238,3
2024-08-25T06:00,10.8,89,0.00,0,13.0,236,11
2024-08-25T07:00,12.6,82,0.00,0,12.6,233,7
2024-08-25T08:00,14.5,76,0.00,0,14.6,237,1
2024-08-25T09:00,16.5,67,0.00,0,18.4,244,1
2024-08-25T10:00,17.8,57,0.00,0,21.4,241,12
2024-08-25T11:00,18.6,50,0.00,1,24.9,239,40
2024-08-25T12:00,19.6,46,0.00,1,28.8,236,48
2024-08-25T13:00,19.2,49,0.00,2,26.8,228,77
2024-08-25T14:00,19.4,49,0.00,3,30.1,229,99
2024-08-25T15:00,19.0,52,0.00,2,30.0,226,62
2024-08-25T16:00,18.6,55,0.00,1,30.6,227,38
2024-08-25T17:00,18.2,54,0.00,3,30.9,229,100
2024-08-25T18:00,17.2,62,0.00,3,26.0,227,100
2024-08-25T19:00,16.4,66,0.00,3,23.0,221,100
2024-08-25T20:00,16.0,70,0.00,3,22.5,221,99
2024-08-25T21:00,15.5,76,0.00,3,22.7,221,100
2024-08-25T22:00,14.8,82,0.00,1,21.3,219,46
2024-08-25T23:00,14.3,85,0.00,0,18.9,222,16
2024-08-26T00:00,14.1,87,0.00,1,16.8,222,25
2024-08-26T01:00,14.5,90,0.00,1,15.9,219,31
2024-08-26T02:00,14.4,91,0.00,1,16.1,220,29
2024-08-26T03:00,14.4,90,0.00,1,15.6,220,24
2024-08-26T04:00,14.2,92,0.00,1,15.3,225,24
2024-08-26T05:00,13.9,93,0.00,0,14.5,224,12
2024-08-26T06:00,14.3,92,0.00,0,15.8,223,7
2024-08-26T07:00,16.1,83,0.00,0,19.5,232,11
2024-08-26T08:00,17.5,75,0.00,1,22.3,239,32
2024-08-26T09:00,18.8,67,0.00,1,20.3,240,30
2024-08-26T10:00,19.8,61,0.00,1,20.1,243,32
2024-08-26T11:00,20.6,56,0.00,1,20.3,245,20
2024-08-26T12:00,21.5,51,0.00,1,19.5,247,25
2024-08-26T13:00,21.8,47,0.00,2,17.6,242,69
2024-08-26T14:00,21.9,47,0.00,3,18.0,244,87
2024-08-26T15:00,22.1,47,0.00,2,17.7,243,68
2024-08-26T16:00,21.4,51,0.00,3,19.2,236,100
2024-08-26T17:00,21.1,53,0.00,3,17.1,231,81
2024-08-26T18:00,19.6,63,0.00,2,17.3,211,67
2024-08-26T19:00,17.6,71,0.00,3,12.6,211,100
2024-08-26T20:00,16.7,75,0.00,3,12.8,202,100
2024-08-26T21:00,16.1,78,0.00,3,13.7,203,100
2024-08-26T22:00,15.4,85,0.00,3,12.7,205,100
2024-08-26T23:00,15.0,92,0.00,3,11.9,209,100
