latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.493847,-0.1630249,23.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),weather_code (wmo code),wind_speed_10m (km/h),wind_direction_10m (°),cloud_cover (%)
2024-01-05T00:00,4.4,96,0.60,53,27.2,334,100
2024-01-05T01:00,5.9,91,0.30,51,32.1,330,100
2024-01-05T02:00,5.4,89,0.20,51,33.7,319,100
2024-01-05T03:00,5.3,89,0.40,51,31.4,311,100
2024-01-05T04:00,5.6,90,0.20,51,26.7,302,100
2024-01-05T05:00,5.6,92,0.20,51,23.5,295,100
2024-01-05T06:00,5.7,91,0.10,51,21.8,292,100
2024-01-05T07:00,5.5,90,0.00,3,20.4,291,100
2024-01-05T08:00,5.3,90,0.00,3,19.1,290,100
2024-01-05T09:00,5.1,91,0.00,3,19.6,287,100
2024-01-05T10:00,5.2,91,0.00,3,19.5,289,100
2024-01-05T11:00,5.7,88,0.00,3,21.3,296,100
2024-01-05T12:00,6.4,85,0.00,3,20.6,299,100
2024-01-05T13:00,6.8,82,0.00,3,21.2,310,100
2024-01-05T14:00,7.1,80,0.00,3,20.4,316,100
2024-01-05T15:00,6.8,81,0.00,2,14.0,312,79
2024-01-05T16:00,6.1,85,0.00,3,10.5,311,100
2024-01-05T17:00,6.2,84,0.00,3,10.7,312,100
2024-01-05T18:00,6.4,82,0.00,3,11.6,306,100
2024-01-05T19:00,6.4,83,0.00,3,12.2,304,100
2024-01-05T20:00,5.8,87,0.00,3,12.0,314,99
2024-01-05T21:00,5.1,91,0.00,2,9.4,310,50
2024-01-05T22:00,4.5,92,0.00,3,8.4,313,100
2024-01-05T23:00,4.7,90,0.10,51,8.5,324,100
2024-01-06T00:00,4.2,93,0.00,1,7.4,313,38
2024-01-06T01:00,5.0,91,0.00,3,8.4,313,99
2024-01-06T02:00,4.8,92,0.00,3,8.2,319,100
2024-01-06T03:00,4.4,94,0.00,3,8.5,324,98
2024-01-06T04:00,4.2,94,0.00,3,8.1,328,100
2024-01-06T05:00,4.2,94,0.00,3,7.4,337,100
2024-01-06T06:00,4.5,91,0.00,3,7.4,337,84
2024-01-06T07:00,3.8,93,0.00,3,8.6,338,100
2024-01-06T08:00,4.0,92,0.00,3,8.9,339,100
2024-01-06T09:00,4.8,87,0.00,3,11.2,327,100
2024-01-06T10:00,5.2,85,0.00,2,12.0,316,79
2024-01-06T11:00,5.9,83,0.00,3,13.1,339,93
2024-01-06T12:00,6.4,79,0.00,3,15.9,355,100
2024-01-06T13:00,6.3,79,0.10,51,16.6,358,98
2024-01-06T14:00,6.4,78,0.00,3,15.5,3,100
2024-01-06T15:00,6.1,77,0.00,2,14.8,360,79
2024-01-06T16:00,4.9,84,0.00,0,10.7,346,12
2024-01-06T17:00,4.4,86,0.00,3,9.7,338,100
2024-01-06T18:00,4.6,84,0.00,3,10.8,334,100
2024-01-06T19:00,4.5,84,0.00,3,12.3,339,84
2024-01-06T20:00,3.8,90,0.00,3,11.2,339,100
2024-01-06T21:00,4.1,90,0.00,3,13.8,354,100
2024-01-06T22:00,4.1,90,0.00,3,12.2,2,100
2024-01-06T23:00,3.8,90,0.00,3,10.1,2,100
2024-01-07T00:00,4.0,86,0.00,3,11.9,3,100
2024-01-07T01:00,4.0,79,0.00,2,14.7,11,67
2024-01-07T02:00,2.9,81,0.00,0,14.5,6,8
2024-01-07T03:00,2.8,76,0.00,0,15.8,1,11
2024-01-07T04:00,2.3,76,0.00,0,15.5,355,2
2024-01-07T05:00,1.8,76,0.00,0,16.0,352,3
2024-01-07T06:00,1.7,78,0.00,0,16.2,3,8
2024-01-07T07:00,1.7,80,0.00,0,16.3,6,7
2024-01-07T08:00,1.5,83,0.00,0,15.9,4,6
2024-01-07T09:00,1.8,84,0.00,0,16.9,11,4
2024-01-07T10:00,3.3,78,0.00,1,20.0,23,21
2024-01-07T11:00,4.1,71,0.00,0,19.3,27,14
2024-01-07T12:00,4.5,60,0.00,0,22.1,26,18
2024-01-07T13:00,4.7,65,0.00,0,22.2,20,15
2024-01-07T14:00,4.4,67,0.00,0,22.0,18,13
2024-01-07T15:00,3.9,68,0.00,1,19.8,19,33
2024-01-07T16:00,3.2,67,0.00,3,18.6,18,100
2024-01-07T17:00,3.5,67,0.00,3,19.9,20,100
2024-01-07T18:00,3.6,69,0.00,3,20.9,27,100
2024-01-07T19:00,3.4,74,0.00,2,18.3,36,77
2024-01-07T20:00,3.1,76,0.00,3,17.1,30,97
2024-01-07T21:00,3.1,76,0.00,3,19.8,29,100
2024-01-07T22:00,2.9,74,0.00,3,19.2,34,100
2024-01-07T23:00,3.1,72,0.00,3,18.1,41,94
2024-01-08T00:00,2.7,70,0.00,3,16.6,49,87
2024-01-08T01:00,2.3,68,0.00,2,14.5,42,51
2024-01-08T02:00,2.0,69,0.00,3,13.7,30,93
2024-01-08T03:00,2.7,67,0.00,3,17.6,31,90
2024-01-08T04:00,2.8,68,0.00,3,19.9,32,91
2024-01-08T05:00,2.1,72,0.00,1,19.9,32,27
2024-01-08T06:00,1.6,72,0.00,0,20.9,36,6
2024-01-08T07:00,1.3,73,0.00,0,21.0,35,16
2024-01-08T08:00,1.1,72,0.00,0,21.3,30,18
2024-01-08T09:00,1.4,72,0.00,0,21.7,32,15
2024-01-08T10:00,2.6,69,0.00,2,24.7,37,55
2024-01-08T11:00,3.3,67,0.00,2,23.9,37,77
2024-01-08T12:00,3.3,68,0.30,71,26.9,51,70
2024-01-08T13:00,2.7,68,0.10,51,23.3,51,33
2024-01-08T14:00,2.4,74,0.20,71,27.6,49,72
2024-01-08T15:00,2.1,72,0.10,51,25.3,62,37
2024-01-08T16:00,1.6,70,0.00,2,21.6,57,74
2024-01-08T17:00,1.1,74,0.00,3,18.4,59,100
2024-01-08T18:00,1.4,73,0.00,3,21.3,51,97
2024-01-08T19:00,1.3,74,0.00,3,22.2,54,100
2024-01-08T20:00,1.4,73,0.00,3,20.9,66,100
2024-01-08T21:00,1.6,68,0.00,3,20.9,66,93
2024-01-08T22:00,1.3,68,0.00,3,22.7,70,100
2024-01-08T23:00,0.8,70,0.00,3,21.1,70,99
2024-01-09T00:00,1.0,69,0.00,3,21.1,70,100
2024-01-09T01:00,1.5,70,0.00,3,21.6,62,100
2024-01-09T02:00,1.5,70,0.00,3,21.3,64,100
2024-01-09T03:00,1.7,69,0.00,3,21.8,68,100
2024-01-09T04:00,1.7,70,0.00,3,22.9,68,100
2024-01-09T05:00,1.6,72,0.00,3,23.4,67,100
2024-01-09T06:00,1.2,74,0.00,3,23.7,66,100
2024-01-09T07:00,1.0,74,0.00,3,23.5,65,100
2024-01-09T08:00,1.3,72,0.00,3,22.7,63,99
2024-01-09T09:00,1.3,73,0.00,2,23.2,62,76
2024-01-09T10:00,1.8,72,0.00,2,25.3,66,72
2024-01-09T11:00,2.5,66,0.00,2,31.0,72,60
2024-01-09T12:00,2.7,65,0.00,2,31.4,72,72
2024-01-09T13:00,4.0,66,0.00,0,28.8,64,11
2024-01-09T14:00,3.6,69,0.00,1,27.5,63,38
2024-01-09T15:00,2.9,71,0.00,0,25.0,57,9
2024-01-09T16:00,1.8,75,0.00,0,22.5,51,1
2024-01-09T17:00,1.2,75,0.00,0,24.3,50,0
2024-01-09T18:00,0.7,74,0.00,0,24.4,53,4
2024-01-09T19:00,0.7,73,0.00,0,23.7,54,5
2024-01-09T20:00,0.9,74,0.00,1,22.9,57,26
2024-01-09T21:00,1.0,77,0.00,0,22.0,58,13
2024-01-09T22:00,1.0,76,0.00,0,20.9,61,11
2024-01-09T23:00,0.8,75,0.00,0,19.7,62,5
2024-01-10T00:00,0.5,77,0.00,0,18.7,60,7
2024-01-10T01:00,1.6,82,0.00,1,18.2,52,38
2024-01-10T02:00,1.3,84,0.00,2,18.2,51,55
2024-01-10T03:00,1.1,85,0.00,1,18.9,50,33
2024-01-10T04:00,0.9,86,0.00,3,19.1,49,88
2024-01-10T05:00,0.8,88,0.00,2,19.6,47,71
2024-01-10T06:00,0.8,89,0.00,1,20.1,47,46
2024-01-10T07:00,0.7,88,0.00,1,20.6,47,42
2024-01-10T08:00,0.7,86,0.00,2,20.6,44,50
2024-01-10T09:00,1.1,80,0.00,0,20.9,42,15
2024-01-10T10:00,2.4,72,0.00,0,22.4,48,0
2024-01-10T11:00,3.5,69,0.00,0,19.9,44,0
2024-01-10T12:00,4.2,66,0.00,0,21.8,51,11
2024-01-10T13:00,4.8,58,0.00,0,22.2,36,0
2024-01-10T14:00,4.8,58,0.00,0,22.5,39,0
2024-01-10T15:00,4.2,60,0.00,0,21.0,38,5
2024-01-10T16:00,3.0,61,0.00,1,20.5,38,34
2024-01-10T17:00,2.1,62,0.00,1,20.4,42,38
2024-01-10T18:00,1.6,66,0.00,1,20.4,44,31
2024-01-10T19:00,1.1,72,0.00,3,19.6,46,87
2024-01-10T20:00,1.1,77,0.00,2,17.8,45,59
2024-01-10T21:00,1.3,79,0.00,2,17.6,41,71
2024-01-10T22:00,1.4,81,0.00,2,17.4,40,73
2024-01-10T23:00,1.2,84,0.00,2,16.8,42,70
2024-01-11T00:00,0.7,87,0.00,3,16.3,41,80
2024-01-11T01:00,0.0,91,0.00,0,15.1,40,6
2024-01-11T02:00,-0.2,91,0.00,0,15.3,39,17
2024-01-11T03:00,-0.4,91,0.00,0,14.8,39,17
2024-01-11T04:00,-0.7,91,0.00,1,13.3,38,20
2024-01-11T05:00,-0.8,92,0.00,1,12.7,35,26
2024-01-11T06:00,-0.7,92,0.00,2,14.1,32,51
2024-01-11T07:00,-0.4,91,0.00,1,14.8,34,24
2024-01-11T08:00,-0.4,91,0.00,0,14.7,31,4
2024-01-11T09:00,0.2,88,0.00,0,15.8,30,0
2024-01-11T10:00,1.7,87,0.00,0,14.3,25,0
2024-01-11T11:00,3.7,83,0.00,0,17.1,35,9
2024-01-11T12:00,5.1,76,0.00,1,22.3,39,49
2024-01-11T13:00,4.2,75,0.00,3,22.2,32,100
2024-01-11T14:00,4.6,74,0.00,3,24.0,30,100
2024-01-11T15:00,4.9,77,0.00,3,17.3,36,100
2024-01-11T16:00,4.8,83,0.00,3,11.8,20,100
2024-01-11T17:00,4.9,86,0.00,3,12.7,15,100
2024-01-11T18:00,4.9,88,0.00,3,16.1,20,99
2024-01-11T19:00,5.0,87,0.00,3,14.7,22,100
2024-01-11T20:00,5.2,85,0.00,3,14.1,19,100
2024-01-11T21:00,5.2,87,0.00,3,12.5,18,100
2024-01-11T22:00,5.5,88,0.00,3,13.9,21,94
2024-01-11T23:00,5.4,90,0.00,3,13.9,21,100
2024-01-12T00:00,5.5,88,0.00,3,14.6,20,100
2024-01-12T01:00,4.8,86,0.00,3,13.8,15,96
2024-01-12T02:00,4.4,84,0.00,3,13.7,18,100
2024-01-12T03:00,3.9,87,0.00,2,14.2,21,74
2024-01-12T04:00,3.9,86,0.00,3,13.2,26,100
2024-01-12T05:00,4.2,84,0.00,3,12.2,24,100
2024-01-12T06:00,4.6,84,0.00,3,12.6,24,100
2024-01-12T07:00,4.7,84,0.00,3,11.8,23,100
2024-01-12T08:00,4.8,85,0.00,3,11.4,18,100
2024-01-12T09:00,5.2,85,0.00,3,12.0,21,100
2024-01-12T10:00,5.9,82,0.00,3,16.8,35,100
2024-01-12T11:00,6.6,78,0.00,3,18.1,43,96
2024-01-12T12:00,6.8,74,0.00,3,15.3,45,100
2024-01-12T13:00,6.1,82,0.00,3,14.1,19,91
2024-01-12T14:00,6.1,81,0.00,3,12.9,27,100
2024-01-12T15:00,6.1,81,0.00,3,11.0,32,100
2024-01-12T16:00,5.6,85,0.00,3,7.0,21,100
2024-01-12T17:00,5.3,88,0.00,3,6.7,16,100
2024-01-12T18:00,5.1,90,0.00,3,7.0,21,100
2024-01-12T19:00,4.9,92,0.00,3,5.3,28,100
2024-01-12T20:00,4.5,95,0.00,3,4.0,10,100
2024-01-12T21:00,4.7,93,0.00,3,3.2,333,100
2024-01-12T22:00,4.6,94,0.00,3,4.1,322,100
2024-01-12T23:00,4.4,95,0.00,3,3.8,311,100
2024-01-13T00:00,4.3,95,0.00,3,4.2,290,100
2024-01-13T01:00,4.1,88,0.00,3,9.4,268,100
2024-01-13T02:00,3.9,86,0.00,3,9.4,270,100
2024-01-13T03:00,3.8,86,0.00,3,9.7,255,100
2024-01-13T04:00,3.5,86,0.00,3,10.1,253,100
2024-01-13T05:00,3.2,89,0.00,3,10.1,270,100
2024-01-13T06:00,3.3,90,0.00,3,9.7,297,100
2024-01-13T07:00,3.1,87,0.00,3,9.9,289,93
2024-01-13T08:00,1.7,88,0.00,1,7.9,300,23
2024-01-13T09:00,1.5,86,0.00,2,9.5,279,53
2024-01-13T10:00,2.4,82,0.00,3,9.9,280,100
2024-01-13T11:00,3.0,82,0.00,3,10.0,291,100
2024-01-13T12:00,3.5,81,0.00,3,10.7,284,100
2024-01-13T13:00,3.3,83,0.00,3,10.1,287,100
2024-01-13T14:00,3.7,82,0.00,3,9.4,288,100
2024-01-13T15:00,3.9,82,0.00,3,7.9,273,100
2024-01-13T16:00,3.8,83,0.00,3,7.4,256,100
2024-01-13T17:00,3.5,85,0.00,3,7.5,235,100
2024-01-13T18:00,3.3,87,0.00,3,6.3,239,100
2024-01-13T19:00,3.2,88,0.00,3,7.4,247,100
2024-01-13T20:00,3.3,88,0.00,3,8.2,247,100
2024-01-13T21:00,3.2,89,0.00,3,8.9,238,100
2024-01-13T22:00,3.0,91,0.00,3,9.4,238,100
2024-01-13T23:00,3.1,91,0.00,3,9.2,239,100
2024-01-14T00:00,2.7,92,0.00,3,9.4,238,100
2024-01-14T01:00,2.9,91,0.00,3,11.6,240,100
2024-01-14T02:00,3.1,91,0.00,3,12.0,249,100
2024-01-14T03:00,3.1,91,0.20,51,11.5,250,100
2024-01-14T04:00,3.1,92,0.10,51,11.6,244,100
2024-01-14T05:00,3.1,93,0.00,3,11.4,246,87
2024-01-14T06:00,2.2,96,0.00,1,9.6,257,44
2024-01-14T07:00,1.6,97,0.00,3,10.2,262,87
2024-01-14T08:00,1.9,96,0.00,3,10.8,266,100
2024-01-14T09:00,2.6,94,0.00,3,11.6,263,100
2024-01-14T10:00,3.7,88,0.00,3,13.2,281,95
2024-01-14T11:00,4.5,84,0.10,51,17.1,300,100
2024-01-14T12:00,4.9,81,0.10,51,16.5,306,76
2024-01-14T13:00,5.6,76,0.00,2,16.0,306,62
2024-01-14T14:00,5.7,70,0.00,2,15.7,307,50
2024-01-14T15:00,5.6,69,0.00,2,12.4,300,75
2024-01-14T16:00,3.9,79,0.00,3,7.9,273,100
2024-01-14T17:00,4.6,79,0.00,3,11.5,266,100
2024-01-14T18:00,4.5,83,0.20,51,11.2,272,100
2024-01-14T19:00,4.3,89,0.70,53,14.6,308,100
2024-01-14T20:00,4.1,88,0.10,51,13.2,317,65
2024-01-14T21:00,2.9,91,0.00,3,11.0,308,100
2024-01-14T22:00,2.8,91,0.10,51,13.0,316,90
2024-01-14T23:00,2.4,92,0.00,2,10.4,314,64
2024-01-15T00:00,0.9,94,0.00,0,9.0,307,1
2024-01-15T01:00,0.3,92,0.00,0,9.8,298,0
2024-01-15T02:00,-0.4,92,0.00,0,10.5,292,0
2024-01-15T03:00,-0.9,91,0.00,0,10.6,288,0
2024-01-15T04:00,-1.2,90,0.00,0,12.5,288,0
2024-01-15T05:00,-1.2,90,0.00,0,13.9,295,0
2024-01-15T06:00,-1.1,91,0.00,0,13.9,301,0
2024-01-15T07:00,-1.3,89,0.00,0,12.6,297,0
2024-01-15T08:00,-1.7,86,0.00,0,11.8,293,0
2024-01-15T09:00,-0.9,83,0.00,0,14.4,292,0
2024-01-15T10:00,0.6,83,0.00,0,12.6,294,0
2024-01-15T11:00,1.6,78,0.00,0,15.8,305,0
2024-01-15T12:00,2.1,68,0.00,0,18.2,321,0
2024-01-15T13:00,2.5,58,0.00,0,18.8,315,0
2024-01-15T14:00,2.2,58,0.00,0,16.8,313,0
2024-01-15T15:00,1.6,60,0.00,0,14.1,308,0
2024-01-15T16:00,0.0,65,0.00,0,10.3,299,4
2024-01-15T17:00,-1.6,71,0.00,0,10.0,291,2
2024-01-15T18:00,-2.4,74,0.00,0,10.0,291,10
2024-01-15T19:00,-3.0,74,0.00,2,9.2,291,68
2024-01-15T20:00,-3.6,76,0.00,3,7.4,293,91
2024-01-15T21:00,-3.9,78,0.00,3,6.6,279,97
2024-01-15T22:00,-3.7,80,0.00,3,6.7,254,83
2024-01-15T23:00,-4.0,85,0.00,2,7.4,247,62
2024-01-16T00:00,-4.5,88,0.00,3,6.0,253,80
2024-01-16T01:00,-4.3,89,0.00,3,5.6,255,96
2024-01-16T02:00,-4.3,91,0.00,3,5.4,233,97
2024-01-16T03:00,-4.3,92,0.00,3,6.8,245,90
2024-01-16T04:00,-4.0,92,0.00,3,7.2,252,96
2024-01-16T05:00,-3.9,92,0.00,3,7.5,253,95
2024-01-16T06:00,-3.7,92,0.00,3,8.2,247,98
2024-01-16T07:00,-3.1,90,0.00,1,8.5,258,37
2024-01-16T08:00,-4.1,93,0.00,0,6.6,229,1
2024-01-16T09:00,-2.9,88,0.00,0,10.0,229,0
2024-01-16T10:00,-0.9,77,0.00,0,8.4,227,0
2024-01-16T11:00,1.1,68,0.00,0,9.2,231,0
2024-01-16T12:00,2.4,64,0.00,0,11.0,232,0
2024-01-16T13:00,3.8,53,0.00,0,11.1,241,0
2024-01-16T14:00,3.8,57,0.00,0,11.3,233,0
2024-01-16T15:00,3.1,62,0.00,0,10.5,218,0
2024-01-16T16:00,0.4,70,0.00,0,8.2,209,0
2024-01-16T17:00,-0.8,70,0.00,1,10.6,204,27
2024-01-16T18:00,-1.2,73,0.00,3,11.1,205,94
2024-01-16T19:00,-1.6,77,0.00,3,11.8,211,100
2024-01-16T20:00,-2.2,83,0.00,3,8.2,221,100
2024-01-16T21:00,-2.9,84,0.00,3,7.6,225,100
2024-01-16T22:00,-1.6,79,0.00,3,6.4,232,100
2024-01-16T23:00,-0.4,74,0.00,3,5.7,235,100
2024-01-17T00:00,-0.4,78,0.00,3,6.0,237,100
2024-01-17T01:00,-0.6,86,0.00,3,6.2,263,100
2024-01-17T02:00,0.1,79,0.00,3,3.8,197,100
2024-01-17T03:00,-0.8,86,0.00,3,4.8,138,100
2024-01-17T04:00,-1.1,90,0.00,3,6.4,128,100
2024-01-17T05:00,-0.5,89,0.00,3,4.9,107,100
2024-01-17T06:00,-1.1,92,0.00,3,4.7,94,100
2024-01-17T07:00,-1.0,94,0.00,3,3.7,61,100
2024-01-17T08:00,-0.7,94,0.00,3,4.0,63,100
2024-01-17T09:00,-0.2,92,0.00,3,7.1,45,100
2024-01-17T10:00,0.6,88,0.00,3,7.1,30,100
2024-01-17T11:00,1.6,83,0.00,3,9.9,19,100
2024-01-17T12:00,2.4,72,0.00,3,12.9,30,100
2024-01-17T13:00,2.2,76,0.00,3,13.2,26,100
2024-01-17T14:00,2.0,78,0.00,3,12.5,18,100
2024-01-17T15:00,2.1,79,0.00,3,14.1,19,100
2024-01-17T16:00,2.2,80,0.00,3,14.6,16,100
2024-01-17T17:00,2.0,81,0.00,3,15.3,8,100
2024-01-17T18:00,1.4,84,0.00,3,17.0,5,100
2024-01-17T19:00,0.9,83,0.00,3,19.9,4,100
2024-01-17T20:00,-0.3,84,0.00,2,18.1,5,70
2024-01-17T21:00,-1.4,86,0.00,0,15.9,5,7
2024-01-17T22:00,-2.3,87,0.00,0,14.4,1,0
2024-01-17T23:00,-3.1,86,0.00,0,13.3,358,0
2024-01-18T00:00,-3.7,82,0.00,0,13.3,358,0
2024-01-18T01:00,-3.4,72,0.00,0,14.4,360,0
2024-01-18T02:00,-3.7,72,0.00,0,13.7,358,0
2024-01-18T03:00,-4.0,71,0.00,0,11.7,351,0
2024-01-18T04:00,-4.3,72,0.00,0,11.9,346,0
2024-01-18T05:00,-4.2,71,0.00,0,10.5,344,0
2024-01-18T06:00,-4.4,70,0.00,0,9.0,337,0
2024-01-18T07:00,-4.7,70,0.00,0,7.7,319,0
2024-01-18T08:00,-5.0,69,0.00,0,7.0,291,0
2024-01-18T09:00,-3.3,63,0.00,0,10.3,282,0
2024-01-18T10:00,-1.2,60,0.00,0,9.7,285,0
2024-01-18T11:00,0.5,60,0.00,0,11.2,303,0
2024-01-18T12:00,1.5,66,0.00,0,12.6,301,0
2024-01-18T13:00,2.2,61,0.00,0,15.3,317,0
2024-01-18T14:00,2.5,60,0.00,0,15.0,314,3
2024-01-18T15:00,2.1,63,0.00,0,12.0,319,0
2024-01-18T16:00,-0.3,76,0.00,0,8.5,298,0
2024-01-18T17:00,-1.8,82,0.00,0,9.5,299,0
2024-01-18T18:00,-2.4,84,0.00,0,9.7,297,0
2024-01-18T19:00,-2.9,84,0.00,0,10.0,291,0
2024-01-18T20:00,-3.4,83,0.00,0,8.5,282,0
2024-01-18T21:00,-3.8,85,0.00,0,8.0,262,0
2024-01-18T22:00,-3.6,86,0.00,0,9.1,252,0
2024-01-18T23:00,-3.6,87,0.00,0,9.6,250,0
2024-01-19T00:00,-3.5,87,0.00,0,10.1,253,0
2024-01-19T01:00,-2.8,87,0.00,0,10.6,260,0
2024-01-19T02:00,-2.9,88,0.00,0,10.2,260,0
2024-01-19T03:00,-3.0,88,0.00,0,11.0,259,0
2024-01-19T04:00,-3.0,89,0.00,0,11.6,265,0
2024-01-19T05:00,-3.2,89,0.00,0,9.7,266,0
2024-01-19T06:00,-3.5,89,0.00,0,8.2,255,0
2024-01-19T07:00,-3.7,90,0.00,0,8.7,246,0
2024-01-19T08:00,-3.7,90,0.00,0,8.4,239,0
2024-01-19T09:00,-2.5,87,0.00,0,11.7,236,0
2024-01-19T10:00,-0.5,78,0.00,0,10.8,233,1
2024-01-19T11:00,1.6,69,0.00,0,10.7,237,0
2024-01-19T12:00,3.4,62,0.00,0,11.9,241,0
2024-01-19T13:00,4.3,62,0.00,0,13.2,248,0
2024-01-19T14:00,4.8,57,0.00,0,13.7,243,0
2024-01-19T15:00,4.2,59,0.00,0,12.9,243,13
2024-01-19T16:00,1.7,76,0.00,0,9.5,241,10
2024-01-19T17:00,-0.2,84,0.00,1,10.7,230,29
2024-01-19T18:00,-0.6,85,0.00,0,12.0,229,5
2024-01-19T19:00,-0.7,88,0.00,0,12.5,224,14
2024-01-19T20:00,-0.6,88,0.00,1,12.7,223,49
2024-01-19T21:00,-0.7,87,0.00,1,12.0,226,35
2024-01-19T22:00,-0.7,86,0.00,2,12.0,231,67
2024-01-19T23:00,-0.9,85,0.00,2,11.0,232,73
2024-01-20T00:00,-0.9,85,0.00,3,10.7,225,81
2024-01-20T01:00,-0.8,87,0.00,3,10.7,213,100
2024-01-20T02:00,-0.1,88,0.00,2,13.0,208,56
2024-01-20T03:00,1.1,87,0.00,2,18.5,217,56
2024-01-20T04:00,1.5,84,0.00,3,18.4,215,85
2024-01-20T05:00,1.2,84,0.00,3,17.4,210,92
2024-01-20T06:00,1.4,83,0.00,3,18.3,212,97
2024-01-20T07:00,1.8,82,0.00,3,19.5,210,89
2024-01-20T08:00,1.6,86,0.00,3,19.3,209,100
2024-01-20T09:00,2.8,82,0.00,3,22.5,207,100
2024-01-20T10:00,3.8,77,0.00,3,24.0,208,100
2024-01-20T11:00,4.7,70,0.00,3,24.8,210,100
2024-01-20T12:00,4.9,72,0.00,3,25.1,204,100
2024-01-20T13:00,5.2,73,0.00,3,21.5,201,98
2024-01-20T14:00,5.0,70,0.00,3,21.9,197,100
2024-01-20T15:00,4.3,68,0.00,3,22.0,195,96
2024-01-20T16:00,3.6,68,0.00,3,21.5,194,92
2024-01-20T17:00,2.7,66,0.00,3,21.9,197,95
2024-01-20T18:00,2.6,61,0.00,3,22.4,195,95
2024-01-20T19:00,2.6,60,0.00,3,21.2,195,99
2024-01-20T20:00,2.7,64,0.00,3,20.5,191,100
2024-01-20T21:00,3.8,61,0.00,3,23.1,191,100
2024-01-20T22:00,4.3,54,0.00,3,26.9,192,100
2024-01-20T23:00,4.3,52,0.00,3,26.3,190,100
2024-01-21T00:00,4.4,55,0.00,3,27.7,198,100
2024-01-21T01:00,4.3,66,0.00,3,26.1,200,100
2024-01-21T02:00,4.4,67,0.00,3,25.8,203,100
2024-01-21T03:00,4.2,74,0.30,51,30.0,200,100
2024-01-21T04:00,4.7,82,0.00,3,32.6,203,100
2024-01-21T05:00,6.1,85,0.00,3,36.0,203,100
2024-01-21T06:00,7.6,88,0.00,3,34.2,209,100
2024-01-21T07:00,9.0,88,0.00,3,29.8,217,100
2024-01-21T08:00,9.7,88,0.00,3,27.7,224,100
2024-01-21T09:00,9.6,88,0.00,2,27.8,222,62
2024-01-21T10:00,10.5,85,0.00,3,30.5,225,100
2024-01-21T11:00,11.1,83,0.00,3,32.3,225,100
2024-01-21T12:00,11.8,81,0.00,3,30.5,219,100
2024-01-21T13:00,11.8,82,0.00,3,35.2,211,99
2024-01-21T14:00,11.4,84,0.00,3,34.0,206,100
2024-01-21T15:00,11.0,83,0.00,3,40.2,211,100
2024-01-21T16:00,10.6,82,0.00,3,41.2,207,100
2024-01-21T17:00,10.7,78,0.00,3,43.0,207,100
2024-01-21T18:00,11.2,75,0.00,3,44.3,207,100
2024-01-21T19:00,11.4,76,0.30,51,47.2,212,100
2024-01-21T20:00,11.3,78,0.20,51,47.5,214,100
2024-01-21T21:00,11.4,80,0.30,51,48.3,212,100
2024-01-21T22:00,11.7,81,0.20,51,49.0,211,100
2024-01-21T23:00,11.5,87,0.90,53,49.3,211,100
2024-01-22T00:00,11.6,88,1.00,55,50.1,212,100
2024-01-22T01:00,11.9,88,0.30,51,49.1,215,100
2024-01-22T02:00,12.4,86,0.30,51,46.6,224,63
2024-01-22T03:00,12.1,82,0.00,2,40.7,236,51
2024-01-22T04:00,11.0,87,1.40,61,34.7,235,100
2024-01-22T05:00,10.5,91,1.70,61,30.0,247,100
2024-01-22T06:00,10.0,86,0.40,51,28.1,254,52
2024-01-22T07:00,8.6,85,0.00,1,26.2,252,22
2024-01-22T08:00,8.0,86,0.00,1,26.0,248,45
2024-01-22T09:00,8.0,84,0.00,0,25.9,243,10
2024-01-22T10:00,8.7,80,0.00,1,27.5,243,40
2024-01-22T11:00,9.4,75,0.00,3,30.7,248,90
2024-01-22T12:00,9.7,71,0.00,1,35.0,250,25
2024-01-22T13:00,10.3,67,0.00,1,32.4,241,28
2024-01-22T14:00,10.3,66,0.00,1,32.5,245,45
2024-01-22T15:00,9.9,66,0.00,1,30.9,249,22
2024-01-22T16:00,9.2,67,0.00,0,31.4,250,16
2024-01-22T17:00,8.5,69,0.00,1,32.1,250,25
2024-01-22T18:00,8.1,70,0.00,0,32.4,253,17
2024-01-22T19:00,7.8,70,0.00,0,32.8,257,10
2024-01-22T20:00,7.4,72,0.00,0,28.9,260,1
2024-01-22T21:00,7.2,69,0.00,0,28.7,262,2
2024-01-22T22:00,6.9,69,0.00,0,26.5,263,4
2024-01-22T23:00,6.5,69,0.00,2,25.4,263,53
2024-01-23T00:00,6.1,68,0.00,3,22.8,265,100
2024-01-23T01:00,5.8,77,0.00,0,21.8,257,0
2024-01-23T02:00,5.4,80,0.00,1,19.0,251,35
2024-01-23T03:00,4.9,84,0.00,2,15.1,252,79
2024-01-23T04:00,4.5,87,0.00,3,15.3,246,99
2024-01-23T05:00,4.4,90,0.00,3,16.5,238,100
2024-01-23T06:00,4.1,90,0.00,3,15.0,226,100
2024-01-23T07:00,5.8,84,0.00,3,16.0,226,100
2024-01-23T08:00,6.6,83,0.20,51,17.0,212,100
2024-01-23T09:00,7.3,91,0.60,53,17.2,200,100
2024-01-23T10:00,8.4,93,0.60,53,21.1,194,100
2024-01-23T11:00,9.3,93,0.70,53,24.9,202,100
